Year,Date,Time,Operator,Flight,Fatalities,Summary,Location,Latitude,Longitude,geometry
1973,5/29/1973,,Air Gaspé,,4,"the crew failed to realize their altitude was too low when the plane struck a tree and crashed, 5 km southeast of Rimouski.","Rimouski, Prov. Quebec, Canada",48.424607,-68.559021,POINT (48.424607 -68.559021)
1973,5/31/1973,21:58,Indian Airlines,440,48,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.,"New Delhi, India",28.6141793,77.2022662,POINT (28.6141793 77.2022662)
1973,6/1/1973,7:20,Cruzeiro,,23,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing.","Sao Luis, Brazil",-2.5634605,-44.2448718,POINT (-2.5634605 -44.2448718)
1973,6/3/1973,15:29,Aeroflot,,6,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded.","Goussainville, France",49.0323168,2.4733628,POINT (49.0323168 2.4733628)
1973,6/9/1973,,Varig,,2,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.,"Rio de Janeiro, Brazil",-22.9110137,-43.2093727,POINT (-22.9110137 -43.2093727)
1973,6/20/1973,22:47,Aeromexico,,27,"The aircraft hit high ground during an approach, 32 kms from the airport.","Puerto Vallarta, Mexico",20.6407176,-105.2203066,POINT (20.6407176 -105.2203066)
1973,6/30/1973,13:39,Aeroflot,SU-512,2,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.","Amman, Jordan",31.9515694,35.9239625,POINT (31.9515694 35.9239625)
1973,7/4/1973,,Aeroflot,,18,"Controlled flight into terrain, 53 km south of Shakhtyorsk. The crew descended below a safe altitude during the approach.","Shakhtyorsk, Russia",49.1592435,142.1070013,POINT (49.1592435 142.1070013)
1973,7/9/1973,19:53,Aeroflot,5385,2,Made a forced landing after experiencing engine failure. Complete destruction of turbine and due to a design and manufacturing defect.,"Nnear Kuybyshev, Russia",53.230142,50.223532,POINT (53.230142 50.223532)
1973,7/11/1973,14:03,Varig,820,123,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.,"Paris, Orly Airport, France",48.742209,2.401797,POINT (48.742209 2.401797)
1973,7/22/1973,22:07,Pan American World Airways,816,78,"The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named ""Clipper Winged Racer.""","Papeete, Tahiti",-17.54111685,-149.5717902,POINT (-17.54111685 -149.571790220888)
1973,7/23/1973,16:43,Ozark Air Lines,809,38,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.","St. Louis, Missouri",38.6268039,-90.1994097,POINT (38.6268039 -90.1994097)
1973,7/24/1973,7:08,Air Hawaii,,5,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity.","Honolulu, HI",21.304547,-157.8556764,POINT (21.304547 -157.8556764)
1973,7/31/1973,10:08,Delta Air Lines,723,89,The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.,"Logan Airport, Boston, Massachusetts",42.3630236,-71.01340799,POINT (42.36302360000001 -71.01340798670641)
1973,8/13/1973,11:40,Aviaco Condor,118,85,"The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima.","La Coruña, Spain",43.3712091,-8.3958768,POINT (43.3712091 -8.395876800000002)
1973,8/15/1973,14:50,Private,,10,"While flying too low, the plane struck a mountain shrouded in clouds and located in Dondon, 21 km south of the airport. Controlled flight into terrain..","Don Don, Haiti",14.4759223,121.0302795,POINT (14.4759223 121.0302795)
1973,8/18/1973,18:51,Aeroflot,A-13,56,Crashed after after attemping a return to the airport for an emergency landing. Left engine failure.,"Baku, Azerbaijan, USSR",40.378395,49.840288,POINT (40.37839500000001 49.840288)
1973,8/22/1973,11:40,AVIANCA,,16,Struck a hill in heavy fog. Flying VFR in IFR conditions.,"El Yopal, Colombia",5.3356662,-72.3936931,POINT (5.3356662 -72.39369309999999)
1973,8/27/1973,12:45,Aerocondor Colombia,,42,Crashed into El Cable Mountain after taking off in fog. Crew failed to follow departure procedures.,"Bogota, Colombia",4.59808,-74.0760439,POINT (4.59808 -74.0760439)
1973,8/28/1973,21:45,Military - U.S. Air Force,,24,"The aircraft was cleared to 5,000 ft. but descended to 3,000 ft. The plane hit a ridge became airborne, rolled over and crashed inverted into a ravine. The flying crew failed to follow approach procedures and descended to an unsafe altitude following a misinterpretation of the ATC clearance. A lack of crew coordination, a wrong planned approach and crew fatigue.","Huete, Spain",40.143961,-2.6912644,POINT (40.143961 -2.6912644)
1973,8/28/1973,20:50,Trans World Airlines,742,1,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response.","Los Angeles, California",34.0536909,-118.2427666,POINT (34.0536909 -118.2427666)
1973,9/8/1973,5:42,World Airways,,6,"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain. The captain's deviation from approved instrument approach procedures. As a result of the deviation the flight descended into an area of unreliable navigation signals and obstructing terrain.","King Cove, Alaska",55.0596198,-162.3114014,POINT (55.0596198 -162.3114014)
1973,9/11/1973,,JAT Yugoslav Airlines,,41,"The aircraft struck Moganik Mountain at 6,300 ft., while descending. Controlled flight into terrain.",Podgorica Airport,42.36051235,19.25006061,POINT (42.36051235 19.2500606083752)
1973,9/20/1973,22:45,Private Charter,-,6,"The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches, Louisiana Municipal Airport. A witness to the crash reported that the plane never seemed to gain any altitude. It scraped the top of a pecan tree, catching a wing and crashed to the ground. Pilot failed to see/avoid objects, obstructions. Pilot had severe coronary artery disease. Ran 3 miles from motel to airport.  May have had a heart attack. Singer Jim Croce, 30, killed.  Also killed were accompanist Maurice Muehleisen, publicist Kenny Cortese, road manager Dennis Rast, comedian George Stevens and pilot Robert Elliot. Croce's company had just completed a performance before a crowd of 2,000 at Northwest State University.","Natchitoches, Louisiana",31.7606732,-93.0860209,POINT (31.76067320000001 -93.08602090000001)
1973,9/27/1973,19:52,Texas International Airlines,655,11,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.","Rich Mountain, Arkansas",36.4250721,-93.9293655,POINT (36.4250721 -93.9293655)
1973,9/30/1973,,Aeronorte,,9,"The crew started the takeoff roll at a point 200m down the runway, with a runway distance remaining of 1080m. After taking off, the DC-3 climbed slowly, entered a right turn, stalled and crashed in flames.  Power loss on one or both engines, due to maintenance deficiencies or fuel contamination.","Miritituba, Brazil",-4.292912,-55.960461,POINT (-4.292912 -55.960461)
1973,9/30/1973,20:37,Aeroflot,3932,108,"The aircraft crashed shortly after takeoff while on a go-around. After reaching an altitude of 1,200 ft. the aircraft banked to the left which steepened until the plane began to descend and finally crashed. Malfunctioning artificial horizon.","Sverdlovsk, Russia",56.839104,60.60825,POINT (56.83910400000001 60.60825)
1973,10/2/1973,23:36,Aeroflot,3932,10,The cargo plane struck high ground after going off course during a go-around. Crew error.,"Magadan, Russia",59.5604768,150.7988617,POINT (59.56047679999999 150.7988617)
1973,10/13/1973,20:18,Aeroflot,964,122,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro.","Domodedovo, Russia",55.4368213,37.7680693,POINT (55.4368213 37.7680693)
1973,10/23/1973,8:50,VASP,,8,"The takeoff from Santos Dumont airport was aborted after a loss of power occurred before the V1 speed was reached. Due to poor braking action, emergency brakes were applied. The pilot-in-command retracted the landing gear after it was apparent an overrun was imminent. The aircraft slid into Guanabara Bay.","Guanabara Bay, Brazil",-22.8169235,-43.12724767,POINT (-22.8169235 -43.127247673172)
1973,11/2/1973,,Lineas Aéreas La Urraca,,6,The aircraft crashed after diverting to Villavicencio after experiencing hydraulic problems and having to feather the No. 1engine.,"Villavicencio, Colombia",4.1315113,-73.6206667,POINT (4.1315113 -73.6206667)
1973,11/3/1973,9:39,Pan American World Airways,160,3,"Smoke in the cockpit and uncontrollable fire in the cargo plane caused by spillage of nitric acid on sawdust packing in the cargo hold. The aircraft was named ""Clipper Titian.""","Boston,: Massachusetts",42.3602534,-71.0582912,POINT (42.3602534 -71.0582912)
1973,11/3/1973,16:40,National Airlines,27,1,"Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger Mr. Gardner, sitting in seat 17H was sucked out of the plane.  The plane landed safely. His body was found two years later. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine.","Albuquerque, New Mexico",35.0841034,-106.6509851,POINT (35.0841034 -106.6509851)
